Day,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-04-17,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-17,"Uncategorized","Pear, Fresh","1.00 large",131.10,0.00,0.00,193.11,0.03,0.06,0.37,0.11,0.07,0.00,16.10,2.97,9.89,0.00,0.48,10.12,20.70,0.19,0.41,16.10,0.11,27.60,266.80,0.23,2.30,0.23,35.03,7.27,0.00,22.42,0.00,22.62,0.32,0.00,0.19,0.22,0.05,0.00,0.00,0.21,0.00,0.00,0.03,0.04,0.04,0.00,0.03,0.83,0.03,0.00,0.00,0.04,"Fruits and Fruit Juices"
2024-04-18,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-18,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-18,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-18,"Uncategorized","Pear, Fresh","1.00 large",131.10,0.00,0.00,193.11,0.03,0.06,0.37,0.11,0.07,0.00,16.10,2.97,9.89,0.00,0.48,10.12,20.70,0.19,0.41,16.10,0.11,27.60,266.80,0.23,2.30,0.23,35.03,7.27,0.00,22.42,0.00,22.62,0.32,0.00,0.19,0.22,0.05,0.00,0.00,0.21,0.00,0.00,0.03,0.04,0.04,0.00,0.03,0.83,0.03,0.00,0.00,0.04,"Fruits and Fruit Juices"
2024-04-18,"Uncategorized","Chicken and Potatoes","1.00 full recipe",500.19,0.00,0.00,270.02,0.21,0.31,15.96,1.96,1.08,0.37,15.27,76.23,24.00,9.03,0.69,1.73,65.34,0.41,4.87,97.67,0.59,421.58,1433.16,37.88,118.42,3.28,35.80,4.80,26.08,1.96,0.00,30.95,16.71,138.27,6.07,2.93,5.99,0.41,0.20,2.46,0.66,1.48,2.53,3.64,4.08,1.32,1.98,50.02,2.07,0.58,1.66,2.47,""
2024-04-19,"Uncategorized","Daily meal","1.00 full recipe",1294.79,0.00,70.00,575.61,2.83,3.90,44.03,4.17,1.98,2.93,265.37,738.20,133.89,239.53,2.72,12.30,416.04,0.62,11.77,176.27,0.74,908.68,1888.96,84.31,659.72,10.14,153.88,38.27,26.08,50.08,0.00,110.41,37.95,700.27,12.37,5.26,11.44,0.41,0.31,4.64,1.10,1.93,3.58,5.30,5.47,1.91,3.01,86.02,3.00,0.82,2.43,3.66,""
2024-04-20,"Uncategorized","Daily meal","1.00 full recipe",1294.79,0.00,70.00,575.61,2.83,3.90,44.03,4.17,1.98,2.93,265.37,738.20,133.89,239.53,2.72,12.30,416.04,0.62,11.77,176.27,0.74,908.68,1888.96,84.31,659.72,10.14,153.88,38.27,26.08,50.08,0.00,110.41,37.95,700.27,12.37,5.26,11.44,0.41,0.31,4.64,1.10,1.93,3.58,5.30,5.47,1.91,3.01,86.02,3.00,0.82,2.43,3.66,""
2024-04-20,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","1.00 Slice",113.00,,,,0.90,1.05,9.80,,,,84.00,180.00,0.00,,,,50.00,,1.80,,,,,,127.00,,22.00,9.00,,8.00,,13.00,1.00,0.00,,,0.00,0.00,,,,,,,,,,4.00,,,,,"Baked Products"
2024-04-21,"Uncategorized","Daily meal","1.00 full recipe",1294.79,0.00,70.00,575.61,2.83,3.90,44.03,4.17,1.98,2.93,265.37,738.20,133.89,239.53,2.72,12.30,416.04,0.62,11.77,176.27,0.74,908.68,1888.96,84.31,659.72,10.14,153.88,38.27,26.08,50.08,0.00,110.41,37.95,700.27,12.37,5.26,11.44,0.41,0.31,4.64,1.10,1.93,3.58,5.30,5.47,1.91,3.01,86.02,3.00,0.82,2.43,3.66,""
2024-04-21,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","1.00 Slice",113.00,,,,0.90,1.05,9.80,,,,84.00,180.00,0.00,,,,50.00,,1.80,,,,,,127.00,,22.00,9.00,,8.00,,13.00,1.00,0.00,,,0.00,0.00,,,,,,,,,,4.00,,,,,"Baked Products"
2024-04-22,"Uncategorized","Daily meal","1.00 full recipe",1255.41,0.00,70.00,440.86,2.85,3.90,46.59,4.47,2.14,2.99,252.64,742.82,130.00,240.99,2.34,2.51,409.64,0.53,12.45,181.59,0.78,965.14,1956.14,90.60,678.52,10.59,127.80,32.20,32.60,28.14,0.00,95.53,39.84,722.17,13.03,5.53,12.01,0.46,0.34,4.84,1.21,2.19,4.00,5.89,6.15,2.13,3.33,93.99,3.34,0.92,2.72,4.06,""
2024-04-23,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-24,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-25,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-26,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-04-27,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-27,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-28,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-28,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-28,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-28,"Uncategorized","Quaker, Instant Oatmeal, Philippines","33.00 g",125.00,,,,0.10,,,,,0.10,,,,,,,13.00,,1.10,33.00,,93.00,,,2.00,0.60,23.00,3.20,,0.00,,19.80,3.00,0.00,,,0.50,0.00,,,,,,,,,,4.00,,,,,"Breakfast Cereals"
2024-04-28,"Uncategorized","Egg and Tuna","1.00 full recipe",432.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,946.00,1.58,5.68,0.00,0.00,1.68,0.00,5.67,29.92,579.50,6.12,2.12,10.90,0.00,1.30,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,32.87,0.91,0.23,0.77,1.15,""
2024-04-28,"Uncategorized","Olive Garden, House Salad, with Dressing","1.00 Each",150.00,0.00,,,,,,,,,,,,,,,,,,,,,,,770.00,,13.00,2.00,,4.00,,11.00,10.00,5.00,,,1.50,0.00,,,,,,,,,,3.00,,,,,"Meals, Entrees, and Sidedishes"
2024-04-28,"Uncategorized","Olive Garden, Breadstick, Garlic Butter","4.00 Each",560.00,0.00,,,,,,,,,,,,,,,,,,,,,,,1840.00,,100.00,4.00,,4.00,,96.00,10.00,0.00,,,2.00,0.00,,,,,,,,,,16.00,,,,,"Baked Products"
2024-04-28,"Uncategorized","Olive Garden, soup, chicken & gnocchi","2.00 Bowl",460.00,0.00,,,,,,,,,,,,,,,,,,,,,,,2580.00,,44.00,2.00,,8.00,,42.00,24.00,110.00,,,9.00,0.00,,,,,,,,,,22.00,,,,,"Meals, Entrees, and Sidedishes"
2024-04-28,"Uncategorized","Olive Garden, pizza, cheese, kids'","2.00 Kids'",800.00,0.00,,,,,,,,,,,,,,,,,,,,,,,1440.00,,108.00,6.00,,8.00,,102.00,26.00,50.00,,,14.00,0.00,,,,,,,,,,34.00,,,,,"Dairy and Egg Products"
2024-04-29,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-29,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-04-29,"Uncategorized","Chicken and Potatoes","1.00 full recipe",659.72,0.00,0.00,330.07,0.25,0.38,18.90,2.38,1.31,0.44,18.93,148.52,30.00,11.46,1.02,2.72,81.91,0.51,5.97,119.28,0.74,507.91,1769.41,44.49,140.56,3.98,44.76,6.00,32.60,2.46,0.00,38.70,26.60,180.50,9.13,3.69,11.39,0.77,0.27,2.96,0.77,1.74,2.97,4.29,4.80,1.55,2.33,58.90,2.44,0.69,1.96,2.92,""
2024-04-30,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-05-01,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-05-01,"Uncategorized","Beef Steak, Sirloin, No Visible Fat Eaten","700.00 g",1120.00,0.00,0.00,451.92,0.55,2.02,55.50,3.08,5.45,14.14,35.00,28.00,0.00,7.00,1.96,13.30,112.00,0.41,20.16,105.00,0.04,1890.00,2688.00,190.40,469.00,31.78,0.00,0.00,0.00,0.00,0.00,0.00,31.43,539.00,13.43,2.11,11.70,1.50,0.14,1.60,2.21,8.10,10.07,18.63,20.71,5.85,8.67,209.30,10.19,2.42,8.06,10.80,"Beef Products"
2024-05-01,"Uncategorized","Sweet Potato, Baked","400.00 g",360.00,0.00,0.00,303.12,0.43,0.42,5.95,3.54,1.14,0.00,24.00,3843.50,78.40,0.00,2.84,9.20,152.00,0.64,2.76,108.00,1.99,216.00,1900.00,0.80,144.00,1.28,82.84,13.20,28.20,25.92,0.00,69.27,0.60,0.00,0.01,0.37,0.21,0.00,0.02,0.00,0.11,0.16,0.28,0.47,0.34,0.15,0.46,8.04,0.43,0.16,0.18,0.44,"Vegetables and Vegetable Products"
2024-05-01,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-05-02,"Uncategorized","Iced Coffee","1.00 full recipe",50.00,,70.00,0.56,0.60,0.65,8.00,,0.65,0.80,,75.00,,100.00,,,142.00,,,14.50,,108.50,,,67.00,0.45,7.37,0.00,,6.01,,7.37,0.00,2.50,,,0.00,0.00,,,,,,,,,,4.30,,,,,""
2024-05-02,"Uncategorized","Quaker, Instant Oatmeal, Philippines","33.00 g",125.00,,,,0.10,,,,,0.10,,,,,,,13.00,,1.10,33.00,,93.00,,,2.00,0.60,23.00,3.20,,0.00,,19.80,3.00,0.00,,,0.50,0.00,,,,,,,,,,4.00,,,,,"Breakfast Cereals"
2024-05-02,"Uncategorized","Gardenia, High Fiber Whole Wheat Bread","1.00 x 2.0 Slices",170.00,,,,0.21,0.15,1.60,,,,136.00,105.00,0.60,,,,120.00,,3.42,,,,,,241.00,,30.00,6.00,,3.00,,24.00,2.00,0.00,,,1.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-05-02,"Uncategorized","Century Tuna, Flakes in Oil","3.00 serving",300.00,,,,,,,,,,,,,,,,,,,,,,,,1140.00,,6.00,0.00,,0.00,,6.00,21.00,30.00,,,9.00,0.00,1.80,,,,,,,,,21.00,,,,,"Finfish and Shellfish Products"
2024-05-02,"Uncategorized","Chicken and Potatoes","1.00 full recipe",659.72,0.00,0.00,330.07,0.25,0.38,18.90,2.38,1.31,0.44,18.93,148.52,30.00,11.46,1.02,2.72,81.91,0.51,5.97,119.28,0.74,507.91,1769.41,44.49,140.56,3.98,44.76,6.00,32.60,2.46,0.00,38.70,26.60,180.50,9.13,3.69,11.39,0.77,0.27,2.96,0.77,1.74,2.97,4.29,4.80,1.55,2.33,58.90,2.44,0.69,1.96,2.92,""
2024-05-02,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-05-03,"Uncategorized","Hosen Baked Beans","1.00 can",226.58,,,,,,,,,,,,,,,,,,,,,,,,1200.00,,39.90,14.70,,10.50,,25.20,0.00,0.00,,,0.00,0.00,,,,,,,,,,17.10,,,,,""
2024-05-03,"Uncategorized","Gardenia, High Fiber Whole Wheat Bread","1.00 x 2.0 Slices",170.00,,,,0.21,0.15,1.60,,,,136.00,105.00,0.60,,,,120.00,,3.42,,,,,,241.00,,30.00,6.00,,3.00,,24.00,2.00,0.00,,,1.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-05-03,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-05-03,"Uncategorized","Quaker, Instant Oatmeal, Philippines","33.00 g",125.00,,,,0.10,,,,,0.10,,,,,,,13.00,,1.10,33.00,,93.00,,,2.00,0.60,23.00,3.20,,0.00,,19.80,3.00,0.00,,,0.50,0.00,,,,,,,,,,4.00,,,,,"Breakfast Cereals"
2024-05-03,"Uncategorized","Chicken and Potatoes","1.00 full recipe",659.72,0.00,0.00,330.07,0.25,0.38,18.90,2.38,1.31,0.44,18.93,148.52,30.00,11.46,1.02,2.72,81.91,0.51,5.97,119.28,0.74,507.91,1769.41,44.49,140.56,3.98,44.76,6.00,32.60,2.46,0.00,38.70,26.60,180.50,9.13,3.69,11.39,0.77,0.27,2.96,0.77,1.74,2.97,4.29,4.80,1.55,2.33,58.90,2.44,0.69,1.96,2.92,""
2024-05-04,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-05-04,"Uncategorized","Kopiko, Lucky Day, Strong and Creamy Coffee","2.00 bottle (180ml)",260.00,,,310.00,,0.20,,,,,,,,,,,,,,,,,,,,,38.00,,,26.00,,38.00,12.00,,,,10.00,,,,,,,,,,,,,,,,"Beverages"
2024-05-04,"Uncategorized","Quaker, Oaties Mini Oat Cookies, Honey Nuts","1.00 Package",125.72,,,,,,,,,,,,,,,,,,,,,,,,180.60,,20.92,0.96,,8.04,,19.96,4.09,1.66,1.39,0.68,1.83,0.00,,,,,,,,,,2.30,,,,,"Snacks"
2024-05-05,"Uncategorized","Egg and Tuna","1.00 full recipe",432.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,946.00,1.58,5.68,0.00,0.00,1.68,0.00,5.67,29.92,579.50,6.12,2.12,10.90,0.00,1.30,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,32.87,0.91,0.23,0.77,1.15,""
2024-05-05,"Uncategorized","Quaker, Instant Oatmeal, Philippines","33.00 g",125.00,,,,0.10,,,,,0.10,,,,,,,13.00,,1.10,33.00,,93.00,,,2.00,0.60,23.00,3.20,,0.00,,19.80,3.00,0.00,,,0.50,0.00,,,,,,,,,,4.00,,,,,"Breakfast Cereals"
2024-05-05,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-05-05,"Uncategorized","Pear, Fresh","1.00 large",131.10,0.00,0.00,193.11,0.03,0.06,0.37,0.11,0.07,0.00,16.10,2.97,9.89,0.00,0.48,10.12,20.70,0.19,0.41,16.10,0.11,27.60,266.80,0.23,2.30,0.23,35.03,7.27,0.00,22.42,0.00,22.62,0.32,0.00,0.19,0.22,0.05,0.00,0.00,0.21,0.00,0.00,0.03,0.04,0.04,0.00,0.03,0.83,0.03,0.00,0.00,0.04,"Fruits and Fruit Juices"
2024-05-05,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-05-06,"Uncategorized","Daily meal","1.00 full recipe",633.50,0.00,70.00,112.49,2.60,3.53,27.70,2.10,0.83,2.57,234.00,659.00,0.00,230.50,1.55,0.45,330.00,0.02,6.48,62.50,0.04,459.50,189.00,46.20,509.00,2.63,76.05,21.20,0.00,23.69,0.00,54.84,20.92,562.00,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,35.17,0.91,0.23,0.77,1.15,""
2024-05-07,"Uncategorized","High fiber Breakfast","1.00 full recipe",583.50,0.00,0.00,111.93,2.00,2.88,19.70,2.10,0.18,1.77,234.00,584.00,0.00,130.50,1.55,0.45,188.00,0.02,6.48,48.00,0.04,351.00,189.00,46.20,442.00,2.18,68.68,21.20,0.00,17.68,0.00,47.47,20.92,559.50,6.12,2.12,5.40,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-06-24,"Uncategorized","Daily meal","1.00 full recipe",1932.62,0.00,0.00,709.26,1.73,1.13,42.15,6.39,2.57,2.94,279.30,343.57,0.00,244.46,2.74,2.19,463.31,0.47,10.13,139.67,2.32,1005.23,1375.81,142.89,1076.02,10.19,213.34,12.27,109.02,34.65,0.00,200.90,47.14,869.80,13.71,5.36,20.40,0.69,0.46,4.46,2.39,3.55,7.27,11.07,10.69,3.53,5.46,148.68,6.43,1.58,4.51,7.07,""
2024-06-26,"Uncategorized","Cobra, Energy Drink, ImmuniPlus+, Original","0.50 x 240.0 ml",45.00,,,108.47,0.70,,4.00,,0.45,0.40,,,,100.00,,,,,,,,,,,25.00,3.20,11.50,0.00,,11.50,,11.50,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,"Beverages"
2024-06-26,"Breakfast","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-06-26,"Lunch","Chicken Breast, Skin Removed Before Cooking","1.00 cup",424.61,0.00,0.00,158.95,0.16,0.28,30.49,2.39,1.47,0.83,9.82,22.09,0.00,12.27,0.66,0.74,36.82,0.12,2.60,66.27,0.04,530.15,606.23,59.89,188.99,3.02,0.00,0.00,0.00,0.00,0.00,0.00,11.07,208.62,3.78,2.41,3.12,0.22,0.25,2.01,0.97,2.35,4.01,5.69,6.45,2.10,3.01,75.86,3.20,0.89,2.56,3.76,"Poultry Products"
2024-06-26,"Lunch","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-06-26,"Lunch","Rice, White, Short-Grain, Cooked, Unenriched","3.00 cup",799.50,,,421.46,0.12,0.10,2.46,2.44,0.36,,12.30,,,,,,6.15,0.44,1.23,49.20,2.20,202.95,159.90,,,2.46,176.69,,,,,176.69,1.17,,0.36,0.31,0.31,,0.06,0.25,0.30,0.34,0.63,1.20,0.52,0.34,0.77,14.51,0.52,0.17,0.49,0.89,"Cereal Grains and Pasta"
2024-06-26,"Dinner","Cheese Popcorn","8.00 bag - single serving - each 1 oz",1220.78,0.00,0.00,2.62,0.16,0.23,3.47,0.86,0.25,0.27,53.01,97.13,0.00,5.90,9.24,3.53,256.28,0.41,4.82,222.50,1.68,818.75,591.95,27.01,2015.83,5.60,117.25,21.70,81.43,1.42,0.00,95.38,75.27,24.20,20.08,36.80,13.38,0.45,0.81,35.69,0.35,0.68,0.94,2.68,0.76,0.51,1.15,24.96,0.93,0.26,1.00,1.25,"Snacks"
2024-06-26,"Snacks","Stik-O, Chocolate Wafer Stick, Junior","2.00 x 4.0 pieces",260.00,,,,,,,,,,,,,,,,40.00,,2.50,,,,0.00,,40.00,,48.00,0.00,,26.00,,48.00,6.00,0.00,,,3.00,0.00,,,,,,,,,,4.00,,,,,"Sweets"
2024-06-27,"Uncategorized","Cobra, Energy Drink, ImmuniPlus+, Original","0.50 x 240.0 ml",45.00,,,108.47,0.70,,4.00,,0.45,0.40,,,,100.00,,,,,,,,,,,25.00,3.20,11.50,0.00,,11.50,,11.50,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,"Beverages"
2024-06-27,"Breakfast","Protein Drink","1.00 full recipe",170.00,,,,,,,,,,,,,,,,150.00,,,,,,200.00,,163.50,,8.50,,,7.50,,8.50,2.25,60.00,,,1.25,0.00,,,0.70,0.40,1.60,2.60,2.30,0.50,0.70,28.50,1.80,0.30,0.70,1.30,""
2024-06-27,"Lunch","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-06-27,"Lunch","Rice, White, Short-Grain, Cooked, Unenriched","3.00 cup",799.50,,,421.46,0.12,0.10,2.46,2.44,0.36,,12.30,,,,,,6.15,0.44,1.23,49.20,2.20,202.95,159.90,,,2.46,176.69,,,,,176.69,1.17,,0.36,0.31,0.31,,0.06,0.25,0.30,0.34,0.63,1.20,0.52,0.34,0.77,14.51,0.52,0.17,0.49,0.89,"Cereal Grains and Pasta"
